   T   ,  Sig_Np, Rate# ,   Pct_Np,      CumPct,        SigT,      E:SNR0432 ,   Sig,        SigCalc,    Range ,  Zero   
 1.23019e+00, 0.00000e+00, 73 , 0.00000e+00, 1.00000e+02 
 1.06489e+00, 0.00000e+00, 74 , 0.00000e+00, 1.00000e+02 
 9.21801e-01, 0.00000e+00, 75 , 0.00000e+00, 1.00000e+02 
 7.97938e-01, 0.00000e+00, 76 , 0.00000e+00, 1.00000e+02 
 6.90719e-01, 0.00000e+00, 77 , 0.00000e+00, 1.00000e+02 
 5.97907e-01, 0.00000e+00, 78 , 0.00000e+00, 1.00000e+02 
 5.17566e-01, 0.00000e+00, 79 , 0.00000e+00, 1.00000e+02 
 4.48020e-01, 0.00000e+00, 80 , 0.00000e+00, 1.00000e+02 
 3.87820e-01, 0.00000e+00, 81 , 0.00000e+00, 1.00000e+02 
 3.35708e-01, 0.00000e+00, 82 , 0.00000e+00, 1.00000e+02 
 2.90599e-01, 0.00000e+00, 83 , 0.00000e+00, 1.00000e+02 
 2.51551e-01, 0.00000e+00, 84 , 0.00000e+00, 1.00000e+02 
 2.17750e-01, 0.00000e+00, 85 , 0.00000e+00, 1.00000e+02 
 1.88491e-01, 0.00000e+00, 86 , 0.00000e+00, 1.00000e+02 
 1.63163e-01, 0.00000e+00, 87 , 0.00000e+00, 1.00000e+02 
 1.41239e-01, 0.00000e+00, 88 , 0.00000e+00, 1.00000e+02 
 1.22261e-01, 0.00000e+00, 89 , 0.00000e+00, 1.00000e+02 
 1.05832e-01, 0.00000e+00, 90 , 0.00000e+00, 1.00000e+02 
 9.16117e-02, 0.00000e+00, 91 , 0.00000e+00, 1.00000e+02 
 7.93018e-02, 0.00000e+00, 92 , 0.00000e+00, 1.00000e+02 
 6.86460e-02, 0.00000e+00, 93 , 0.00000e+00, 1.00000e+02 
 5.94220e-02, 0.00000e+00, 94 , 0.00000e+00, 1.00000e+02 
 5.14374e-02, 0.00000e+00, 95 , 0.00000e+00, 1.00000e+02 
 4.45258e-02, 0.00000e+00, 96 , 0.00000e+00, 1.00000e+02 
 3.85428e-02, 0.00000e+00, 97 , 0.00000e+00, 1.00000e+02 
 3.33638e-02, 0.00000e+00, 98 , 0.00000e+00, 1.00000e+02 
 2.88807e-02, 0.00000e+00, 99 , 0.00000e+00, 1.00000e+02 
 2.50000e-02, 0.00000e+00,100 , 0.00000e+00, 1.00000e+02 

